dataset,seed,variant,selected_dim,reduction_pct,accuracy,fmeasure,accuracy_delta_pct_points,fmeasure_delta_pct_points,valid_path_count,total_time_sec,selected_features
BrainMethod.csv,1,Phase 1,5,76.19047619047619,0.9185189849505698,0.8752484708811796,-1.5616145079025312,-2.185710542728425,10,490.47260804474354,CM;CYCLO;LAA;LOC;MAXNESTING
BrainMethod.csv,1,Phase 1+2,4,80.95238095238095,0.8648699704048863,0.7408159578265421,-6.92651596247088,-15.62896184819218,10,574.2875190973282,ALD;CCL;CYCLO;NOP
BrainMethod.csv,1,Full,8,61.904761904761905,0.934009193375732,0.8961712683902125,-0.012593665386317898,-0.09343079182513314,10,757.872119680047,ALD;CCL;CM;CYCLO;LAA;LOC;MAXNESTING;NOP
BrainMethod.csv,2,Original,21,0.0,0.9265789307978087,0.8836429218687021,0.0,0.0,10,351.6118958517909,
BrainMethod.csv,2,Phase 1,6,71.42857142857143,0.9253195642591776,0.8820184873052618,-0.12593665386311237,-0.16244345634403023,10,462.5587787479162,CC;CYCLO;LAA;LOC;MAXNESTING;NOEU
BrainMethod.csv,2,Phase 1+2,4,80.95238095238095,0.870851961463384,0.7394513926753321,-5.572696933442478,-14.419152919336998,10,571.6320653408766,ALD;CCL;CYCLO;NOP
BrainMethod.csv,2,Full,9,57.142857142857146,0.9411246143189975,0.9031539131190505,1.454568352118879,1.9510991250348386,10,511.5270451530814,NOEU;LOC;MAXNESTING;NOP;CCL;ALD;LAA;CC;CYCLO
BrainMethod.csv,3,Original,21,0.0,0.9194635098545432,0.8733913279344723,0.0,0.0,10,371.557792596519,
BrainMethod.csv,3,Phase 1,7,66.66666666666667,0.9185819532775014,0.8657939811349806,-0.08815565770418088,-0.7597346799491644,10,476.2176467552781,CC;CYCLO;FDP;LAA;LOC;MAXNESTING;NOEU
BrainMethod.csv,3,Phase 1+2,4,80.95238095238095,0.8714186764057679,0.7373143639144141,-4.80448334487753,-13.60769640200582,10,554.8567626699805,ALD;CCL;CYCLO;NOP
BrainMethod.csv,3,Full,10,52.38095238095238,0.936401989799131,0.8974829569149255,1.6938479944587859,2.409162898045325,10,725.6852940171957,ALD;CC;CCL;CYCLO;FDP;LAA;LOC;MAXNESTING;NOEU;NOP
BrainMethod.csv,4,Original,21,0.0,0.9350796549335684,0.8974500162252376,0.0,0.0,10,405.10631846636534,
BrainMethod.csv,4,Phase 1,7,66.66666666666667,0.9214155279894213,0.8744519705950051,-1.3664126944147093,-2.2998045630232444,10,505.63205567747355,ATFD;CM;CYCLO;LAA;LOC;MAXNESTING;NOEU
BrainMethod.csv,4,Phase 1+2,4,80.95238095238095,0.865058875385681,0.7373444642287068,-7.002077954788732,-16.010555199653076,10,598.4440988823771,ALD;CCL;CYCLO;NOP
BrainMethod.csv,4,Full,10,52.38095238095238,0.9325609218563062,0.8943842842050684,-0.25187330772621364,-0.3065732020169132,10,770.4936675280333,ALD;ATFD;CCL;CM;CYCLO;LAA;LOC;MAXNESTING;NOEU;NOP
SoftwareQuality.csv,0,Original,241,0.0,0.9652855543113102,0.9484822712985416,0.0,0.0,39,662.5772631764412,
SoftwareQuality.csv,0,Phase 1,4,98.34024896265561,0.9126539753639418,0.8469896139043636,-5.263157894736848,-10.149265739417801,39,708.523851044476,BIND_DEVICE_ADMIN;BIND_REMOTEVIEWS;RECEIVE_BOOT_COMPLETED;RECEIVE_MMS
SoftwareQuality.csv,0,Phase 1+2,16,93.3609958506224,0.9641657334826428,0.9469210651450308,-0.11198208286674616,-0.15612061535107413,39,763.9453326761723,ACCESS_NETWORK_STATE;DISABLE_KEYGUARD;INTERNET;Landroid/location/LocationManager;->getLastK0wnLocation;Landroid/telephony/TelephonyManager;->getNetworkCountryIso;Landroid/telephony/TelephonyManager;->getNetworkOperator;Landroid/telephony/TelephonyManager;->getSimCountryIso;Landroid/telephony/TelephonyManager;->getSimOperator;Ldalvik/system/DexClassLoader;->loadClass;Ljava/lang/Runtime;->exec;Ljava/lang/System;->load;Ljava/lang/System;->loadLibrary;Ljava/net/URL;->openConnection;Ljavax/crypto/Cipher;->doFinal;RECEIVE_BOOT_COMPLETED;WAKE_LOCK
